Old stable ID, New stable ID, Release, Mapping score
Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000012540.1, ENSGALG00000012540.2, 36, 0
ENSGALG00000012540.2, ENSGALG00000012540.3, 42, 0.807325
ENSGALG00000012540.3, ENSGALG00000012540.3, 45, 1
ENSGALG00000012540.3, ENSGALG00000012540.3, 51, 1
ENSGALG00000012540.3, ENSGALG00000012540.3, 53, 1
ENSGALG00000012540.3, ENSGALG00000012540.4, 71, 0.865173
ENSGALG00000012540.4, ENSGALG00000012540.5, 86, 0.934606
ENSGALG00000012540.5, ENSGALG00000012540.6, 95, 0.864071
ENSGALG00000012540.6, ENSGALG00000012540.7, 104, 0.39978

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000000669.1, ENSGALG00000000669.2, 36, 0
ENSGALG00000000669.2, ENSGALG00000000669.3, 42, 0.798742
ENSGALG00000000669.3, ENSGALG00000000669.3, 45, 1
ENSGALG00000000669.3, ENSGALG00000000669.4, 51, 0.872117
ENSGALG00000000669.4, ENSGALG00000000669.4, 53, 1
ENSGALG00000000669.4, ENSGALG00000000669.5, 71, 0.909339
ENSGALG00000000669.5, ENSGALG00000000669.6, 86, 0.853161
ENSGALG00000000669.6, ENSGALG00000000669.7, 95, 0.870013
ENSGALG00000000669.7, ENSGALG00000000669.8, 104, 0.718087

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000029036.1, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000000953.1, ENSGALG00000000953.2, 36, 0
ENSGALG00000000953.2, ENSGALG00000000953.3, 42, 0.771204
ENSGALG00000000953.3, ENSGALG00000000953.3, 45, 1
ENSGALG00000000953.3, ENSGALG00000000953.3, 51, 1
ENSGALG00000000953.3, ENSGALG00000000953.3, 53, 1
ENSGALG00000000953.3, ENSGALG00000000953.4, 71, 0.827732
ENSGALG00000000953.4, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000016680.1, ENSGALG00000016680.2, 36, 0
ENSGALG00000016680.2, ENSGALG00000016680.3, 42, 0.665713
ENSGALG00000016680.3, ENSGALG00000016680.3, 45, 1
ENSGALG00000016680.3, ENSGALG00000016680.3, 51, 1
ENSGALG00000016680.3, ENSGALG00000016680.3, 53, 1
ENSGALG00000016680.3, ENSGALG00000016680.4, 71, 0.92007
ENSGALG00000016680.4, ENSGALG00000016680.5, 86, 0.918392
ENSGALG00000016680.5, ENSGALG00000016680.6, 95, 0.98568
ENSGALG00000016680.6, ENSGALG00000016680.7, 104, 0.771629

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000007296.1, ENSGALG00000007296.1, 36, 1
ENSGALG00000007296.1, ENSGALG00000007296.2, 42, 0.855643
ENSGALG00000007296.2, ENSGALG00000007296.2, 45, 1
ENSGALG00000007296.2, ENSGALG00000007296.2, 51, 1
ENSGALG00000007296.2, ENSGALG00000007296.2, 53, 1
ENSGALG00000007296.2, ENSGALG00000007296.3, 71, 0.580588
ENSGALG00000007296.3, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000012329.1, ENSGALG00000012329.1, 36, 1
ENSGALG00000012329.1, ENSGALG00000012329.2, 42, 0.568832
ENSGALG00000012329.2, ENSGALG00000012329.2, 45, 1
ENSGALG00000012329.2, ENSGALG00000012329.2, 51, 1
ENSGALG00000012329.2, ENSGALG00000012329.2, 53, 1
ENSGALG00000012329.2, ENSGALG00000012329.3, 71, 0.351467
ENSGALG00000012329.3, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000000373.1, ENSGALG00000000373.2, 36, 0
ENSGALG00000000373.2, ENSGALG00000000373.3, 42, 0.642608
ENSGALG00000000373.3, ENSGALG00000000373.3, 45, 1
ENSGALG00000000373.3, ENSGALG00000000373.3, 51, 1
ENSGALG00000000373.3, ENSGALG00000000373.3, 53, 1
ENSGALG00000000373.3, ENSGALG00000000373.4, 71, 0.312433
ENSGALG00000000373.4, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000003038.1, ENSGALG00000003038.2, 36, 0
ENSGALG00000003038.2, ENSGALG00000003038.3, 42, 0.887139
ENSGALG00000003038.3, ENSGALG00000003038.3, 45, 1
ENSGALG00000003038.3, ENSGALG00000003038.3, 51, 1
ENSGALG00000003038.3, ENSGALG00000003038.3, 53, 1
ENSGALG00000003038.3, ENSGALG00000003038.4, 71, 0.445979
ENSGALG00000003038.4, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000026231.1, ENSGALG00000026231.2, 86, 0.689191
ENSGALG00000026231.2, ENSGALG00000026231.3, 95, 0.286858
ENSGALG00000026231.3, ENSGALG00000026231.4, 104, 0.815729

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000026476.1, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000011916.1, ENSGALG00000011916.2, 36, 0
ENSGALG00000011916.2, ENSGALG00000011916.3, 42, 0.68187
ENSGALG00000011916.3, ENSGALG00000011916.3, 45, 1
ENSGALG00000011916.3, ENSGALG00000011916.3, 51, 1
ENSGALG00000011916.3, ENSGALG00000011916.3, 53, 1
ENSGALG00000011916.3, ENSGALG00000011916.4, 71, 0.798153
ENSGALG00000011916.4, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000014457.1, ENSGALG00000014457.2, 36, 0
ENSGALG00000014457.2, ENSGALG00000014457.3, 42, 0.80916
ENSGALG00000014457.3, ENSGALG00000014457.3, 45, 1
ENSGALG00000014457.3, ENSGALG00000014457.3, 51, 1
ENSGALG00000014457.3, ENSGALG00000014457.3, 53, 1
ENSGALG00000014457.3, ENSGALG00000014457.4, 86, 0.956108
ENSGALG00000014457.4, ENSGALG00000014457.5, 95, 0.993395
ENSGALG00000014457.5, ENSGALG00000014457.6, 104, 0.844513

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000016927.1, ENSGALG00000016927.2, 36, 0
ENSGALG00000016927.2, ENSGALG00000016927.3, 42, 0.939264
ENSGALG00000016927.3, ENSGALG00000016927.3, 45, 1
ENSGALG00000016927.3, ENSGALG00000016927.3, 51, 1
ENSGALG00000016927.3, ENSGALG00000016927.3, 53, 1
ENSGALG00000016927.3, ENSGALG00000016927.4, 71, 0.377397
ENSGALG00000016927.4, ENSGALG00000016927.5, 86, 0.716184
ENSGALG00000016927.5, ENSGALG00000016927.6, 95, 0.99
ENSGALG00000016927.6, ENSGALG00000016927.7, 104, 0.46868

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000025898.1, ENSGALG00000025898.2, 86, 0.584535
ENSGALG00000025898.2, ENSGALG00000025898.3, 95, 0.644138
ENSGALG00000025898.3, ENSGALG00000025898.4, 104, 0.858319

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000005909.1, ENSGALG00000005909.1, 36, 1
ENSGALG00000005909.1, ENSGALG00000005909.2, 42, 0.505499
ENSGALG00000005909.2, ENSGALG00000005909.2, 45, 1
ENSGALG00000005909.2, ENSGALG00000005909.2, 51, 1
ENSGALG00000005909.2, ENSGALG00000005909.2, 53, 1
ENSGALG00000005909.2, ENSGALG00000005909.3, 71, 0.869022
ENSGALG00000005909.3, ENSGALG00000005909.4, 86, 0.890704
ENSGALG00000005909.4, ENSGALG00000005909.5, 87, 0.953766
ENSGALG00000005909.5, ENSGALG00000005909.6, 95, 0.99
ENSGALG00000005909.6, ENSGALG00000005909.7, 104, 0.800022

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000006480.1, ENSGALG00000006480.2, 36, 0
ENSGALG00000006480.2, ENSGALG00000006480.3, 42, 0.59244
ENSGALG00000006480.3, ENSGALG00000006480.3, 45, 1
ENSGALG00000006480.3, ENSGALG00000006480.3, 51, 1
ENSGALG00000006480.3, ENSGALG00000006480.3, 53, 1
ENSGALG00000006480.3, ENSGALG00000006480.4, 71, 0.849421
ENSGALG00000006480.4, ENSGALG00000006480.5, 95, 0.82877
ENSGALG00000006480.5, ENSGALG00000006480.6, 104, 0.70844

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000001403.1, ENSGALG00000001403.2, 36, 0
ENSGALG00000001403.2, ENSGALG00000001403.3, 42, 0.539906
ENSGALG00000001403.3, ENSGALG00000001403.3, 45, 1
ENSGALG00000001403.3, ENSGALG00000001403.3, 51, 1
ENSGALG00000001403.3, ENSGALG00000001403.3, 53, 1
ENSGALG00000001403.3, ENSGALG00000001403.4, 71, 0.929074
ENSGALG00000001403.4, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000010780.1, ENSGALG00000010780.2, 36, 0
ENSGALG00000010780.2, ENSGALG00000010780.3, 42, 0.797503
ENSGALG00000010780.3, ENSGALG00000010780.3, 45, 1
ENSGALG00000010780.3, ENSGALG00000010780.3, 51, 1
ENSGALG00000010780.3, ENSGALG00000010780.3, 53, 1
ENSGALG00000010780.3, ENSGALG00000010780.4, 71, 0.713416
ENSGALG00000010780.4, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000005352.1, ENSGALG00000005352.2, 36, 0
ENSGALG00000005352.2, ENSGALG00000005352.3, 42, 0.731429
ENSGALG00000005352.3, ENSGALG00000005352.3, 45, 1
ENSGALG00000005352.3, ENSGALG00000005352.3, 51, 1
ENSGALG00000005352.3, ENSGALG00000005352.3, 53, 1
ENSGALG00000005352.3, ENSGALG00000005352.4, 71, 0.689748
ENSGALG00000005352.4, ENSGALG00000005352.5, 86, 0.797116
ENSGALG00000005352.5, ENSGALG00000005352.6, 87, 0.950748
ENSGALG00000005352.6, ENSGALG00000005352.7, 95, 0.82427
ENSGALG00000005352.7, ENSGALG00000005352.8, 104, 0.955579

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000002055.1, ENSGALG00000002055.2, 36, 0
ENSGALG00000002055.2, ENSGALG00000002055.3, 42, 0.45789
ENSGALG00000002055.3, ENSGALG00000002055.3, 45, 1
ENSGALG00000002055.3, ENSGALG00000002055.3, 51, 1
ENSGALG00000002055.3, ENSGALG00000002055.3, 53, 1
ENSGALG00000002055.3, ENSGALG00000002055.4, 71, 0.700668
ENSGALG00000002055.4, ENSGALG00000002055.5, 86, 0.857721
ENSGALG00000002055.5, ENSGALG00000002055.6, 87, 0.986462
ENSGALG00000002055.6, ENSGALG00000002055.7, 95, 0.831785
ENSGALG00000002055.7, ENSGALG00000002055.8, 104, 0.925099

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000001727.1, ENSGALG00000001727.2, 36, 0
ENSGALG00000001727.2, ENSGALG00000001727.2, 42, 1
ENSGALG00000001727.2, ENSGALG00000001727.2, 45, 1
ENSGALG00000001727.2, ENSGALG00000001727.2, 51, 1
ENSGALG00000001727.2, ENSGALG00000001727.2, 53, 1
ENSGALG00000001727.2, ENSGALG00000001727.3, 71, 0.963492
ENSGALG00000001727.3, ENSGALG00000001727.4, 86, 0.981014
ENSGALG00000001727.4, ENSGALG00000001727.5, 95, 0.751844
ENSGALG00000001727.5, ENSGALG00000001727.6, 104, 0.974511

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000000270.1, ENSGALG00000000270.2, 36, 0
ENSGALG00000000270.2, ENSGALG00000000270.3, 42, 0.586957
ENSGALG00000000270.3, ENSGALG00000000270.3, 45, 1
ENSGALG00000000270.3, ENSGALG00000000270.3, 51, 1
ENSGALG00000000270.3, ENSGALG00000000270.3, 53, 1
ENSGALG00000000270.3, ENSGALG00000000270.4, 71, 0.343428
ENSGALG00000000270.4, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000001836.1, ENSGALG00000001836.2, 36, 0
ENSGALG00000001836.2, ENSGALG00000001836.3, 42, 0.640134
ENSGALG00000001836.3, ENSGALG00000001836.3, 45, 1
ENSGALG00000001836.3, ENSGALG00000001836.3, 51, 1
ENSGALG00000001836.3, ENSGALG00000001836.3, 53, 1
ENSGALG00000001836.3, ENSGALG00000001836.4, 71, 0.400023
ENSGALG00000001836.4, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000018733.1, ENSGALG00000018733.2, 42, 0.775229
ENSGALG00000018733.2, ENSGALG00000018733.2, 45, 1
ENSGALG00000018733.2, ENSGALG00000018733.2, 51, 1
ENSGALG00000018733.2, ENSGALG00000018733.2, 53, 1
ENSGALG00000018733.2, ENSGALG00000018733.3, 71, 0.511144
ENSGALG00000018733.3, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000016619.1, ENSGALG00000016619.2, 36, 0
ENSGALG00000016619.2, ENSGALG00000016619.3, 42, 0.791284
ENSGALG00000016619.3, ENSGALG00000016619.3, 45, 1
ENSGALG00000016619.3, ENSGALG00000016619.3, 51, 1
ENSGALG00000016619.3, ENSGALG00000016619.3, 53, 1
ENSGALG00000016619.3, ENSGALG00000016619.4, 71, 0.345345
ENSGALG00000016619.4, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000017388.1, ENSGALG00000017388.2, 36, 0
ENSGALG00000017388.2, ENSGALG00000017388.3, 42, 0.50993
ENSGALG00000017388.3, ENSGALG00000017388.3, 45, 1
ENSGALG00000017388.3, ENSGALG00000017388.3, 51, 1
ENSGALG00000017388.3, ENSGALG00000017388.3, 53, 1
ENSGALG00000017388.3, ENSGALG00000017388.4, 71, 0.806397
ENSGALG00000017388.4, ENSGALG00000017388.5, 86, 0.548027
ENSGALG00000017388.5, ENSGALG00000017388.6, 95, 0.99
ENSGALG00000017388.6, ENSGALG00000017388.7, 104, 0.830903

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000004023.1, ENSGALG00000004023.2, 36, 0
ENSGALG00000004023.2, ENSGALG00000004023.3, 42, 0.942319
ENSGALG00000004023.3, ENSGALG00000004023.3, 45, 1
ENSGALG00000004023.3, ENSGALG00000004023.3, 51, 1
ENSGALG00000004023.3, ENSGALG00000004023.3, 53, 1
ENSGALG00000004023.3, ENSGALG00000004023.4, 71, 0.884077
ENSGALG00000004023.4, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000009409.1, ENSGALG00000009409.1, 36, 1
ENSGALG00000009409.1, ENSGALG00000009409.2, 42, 0.484344
ENSGALG00000009409.2, ENSGALG00000009409.2, 45, 1
ENSGALG00000009409.2, ENSGALG00000009409.2, 51, 1
ENSGALG00000009409.2, ENSGALG00000009409.2, 53, 1
ENSGALG00000009409.2, ENSGALG00000009409.3, 71, 0.925858
ENSGALG00000009409.3, ENSGALG00000009409.4, 86, 0.903764
ENSGALG00000009409.4, ENSGALG00000009409.5, 95, 0.844386
ENSGALG00000009409.5, ENSGALG00000009409.6, 104, 0.547897

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000001212.1, ENSGALG00000001212.2, 36, 0
ENSGALG00000001212.2, ENSGALG00000001212.3, 42, 0.208783
ENSGALG00000001212.3, ENSGALG00000001212.3, 45, 1
ENSGALG00000001212.3, ENSGALG00000001212.3, 51, 1
ENSGALG00000001212.3, ENSGALG00000001212.3, 53, 1
ENSGALG00000001212.3, ENSGALG00000001212.4, 71, 0.413475
ENSGALG00000001212.4, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000014917.1, ENSGALG00000014917.2, 36, 0
ENSGALG00000014917.2, ENSGALG00000014917.3, 42, 0.377312
ENSGALG00000014917.3, ENSGALG00000014917.3, 45, 1
ENSGALG00000014917.3, ENSGALG00000014917.3, 51, 1
ENSGALG00000014917.3, ENSGALG00000014917.3, 53, 1
ENSGALG00000014917.3, ENSGALG00000014917.4, 71, 0.354358
ENSGALG00000014917.4, ENSGALG00000014917.5, 86, 0.727537
ENSGALG00000014917.5, ENSGALG00000014917.6, 95, 0.99
ENSGALG00000014917.6, ENSGALG00000014917.7, 104, 0.428019

